Sentence_id	Text	class_label
34599	The family consists of one parent who is employed by the government and the other who works for the family.	No
34600	One parent is employed by the government while the other parent works for the family.	No
34601	You have one parent who is employed by the government and another who works for the family.	No
1404	And uh - that would be another factor that I would follow.	No
34602	That would be another aspect that I would monitor.	No
34603	Another factor that I would keep an eye on is that.	No
34604	And uh - that would be another aspect I would observe.	No
26612	It will probably happen in the year 2012 or 2015.	No
34605	It is probable that it will happen in either 2012 or 2015.	No
34606	This event is expected to occur in either 2012 or 2015.	No
34607	That's probably in either 2012 or 2015.	No
27398	First of all, the sequester is not something that I've proposed.	No
34608	Firstly, I have not put forth the idea of the sequester.	No
34609	First things first, I've never said the sequester.	No
34610	The sequester is not something I've proposed, first of all.	No
29219	How do you bring back -- specifically bring back jobs, American manufacturers?	No
34611	What strategies can be implemented to bring back jobs for American manufacturers?	No
34612	How can American manufacturers be compelled to bring back jobs in the most efficient manner?	No
34613	Can you suggest ways to bring back jobs for American manufacturers?	No
23612	Religion has been a huge part of my life.	No
34614	Religion has been a major influence on my life.	No
34615	My life has been shaped by religious beliefs.	No
34616	I have a strong attachment to religion.	No
350	I'd say around 30 percent.	No
34617	In my estimation, it's around 30 percent.	No
34618	I estimate that it's around 30 percent.	No
34619	About 30 percent is my estimation.	No
719	Two questions: How do you deter nuclear attack without modernizing our nuclear forces when the Soviets are modernizing and how come you spend-willing to spend a dime on something that you consider a fantasy and a fraud.	No
34620	What measures can be taken to prevent nuclear attacks without upgrading the USSR's nuclear forces, and why are you willing to spend a dime on something that you believe is untrue?	No
34621	In what ways can you prevent nuclear attacks without upgrading our nuclear forces, considering the modernization efforts of the Soviet Union? Furthermore, why would you be willing to spend a dime on something that appears to be fictitious and phony?	No
34622	How can we prevent nuclear attacks without requiring modernization while the Soviets are undergoing modernisation, and why do you feel uncommitted to spending a dime on something that you believe is fictitious and phony?	No
1748	And so the question is how to get them going again.	No
34623	The issue at hand is how to reignite their momentum.	No
34624	Hence, the concern is how to reignite their momentum.	No
34625	It is now up to us if we can get them back on track.	No
6110	If you don't have health insurance or you want to buy into a group plan, you will be able to buy into the plan that I just described.	No
34626	The plan I just explained is available to those who are not currently covered by health insurance or want to purchase a group plan.	No
34627	You can opt for the plan that I just explained if you don't have health insurance or want to subscribe to a group plan.	No
34628	If you are not currently covered by health insurance or want to enroll in a group plan, you can still participate in the plan I just explained.	No
18732	And I think this will work.	No
34629	I am of the opinion that this will be effective.	No
34630	In my opinion, this will be effective.	No
34631	This plan is likely to succeed, in my opinion.	No
5668	That's not the way we cut -- we'll cut out all the pork.	No
34632	We'll eliminate all the pork, not that we cut like that.	No
34633	The method we use is not the same as the cutting -- we'll eliminate all the pork.	No
34634	Our cutting method is not that unconventional; we'll eliminate all the pork.	No
12077	But I think that we -- I think we have to start with better parenting.	No
34635	I believe that we should begin with better parenting.	No
34636	It is my view that we should start by being better parents.	No
34637	From my perspective, it is imperative to begin with a better parenting approach.	No
26693	I'm proud that we're better off on that than we were four years ago.	No
34638	I'm proud to say that we're doing better than we were four years ago.	No
34639	Our performance on that front is better than it was four years ago, and I'm proud of it.	No
34640	We're faring better on that than we did four years ago, and I'm proud of it.	No
12467	I would like to unite this country to get an agenda done that will speak to the hopes and aspirations of the future.	No
34641	I aim to unite this country and implement an agenda that reflects the future's aspirations.	No
34642	My objective is to bring together this country and implement an agenda that reflects the future aspirations of individuals.	No
34643	The goal of my proposal is to unite this country and implement an agenda that reflects the future aspirations of people.	No
26708	And when it comes to public ethics, he has a responsibility.	No
34644	He is accountable for public morality.	No
34645	His duty extends beyond public morality.	No
34646	In matters of public morality, he is accountable.	No
10119	Most recently out in Aurora.	No
34647	The most recent occurrence in Aurora.	No
34648	Aurora was the location where I recently went out.	No
34649	Recently, Aurora was the location where I went out.	No
8383	#NAME?	No
34650	"What does the term ""name"" refer to?"	No
34651	"Is it possible to use the term ""name"" in a document?"	No
34652	"Does the term ""name"" hold any validity?"	No
21849	So I want to keep the quality of health care.	No
34653	I am determined to uphold the standard of healthcare.	No
34654	Maintaining the quality of healthcare is my primary concern.	No
34655	My goal is to maintain the standard of healthcare.	No
14819	I'm a father of sons; I have a grandson.	No
34656	My family consists of two sons, one of whom is my grandson.	No
34657	A grandson is in the offing as my father.	No
34658	Grandparents are my children and I have two sons.	No
25117	We were there for the better part of a year.	No
34659	Our stay lasted for almost a year.	No
34660	We spent almost a year there.	No
34661	It took us almost a year to get there.	No
28781	What I cared about is could we work together.	No
34662	My main focus was on the possibility of working together.	No
34663	The question that stayed on my mind was, can we work together?	No
34664	I was most interested in working together.	No
22957	The when I can't tell you.	No
34665	When it's unclear to me.	No
34666	There are moments when I am unsure.	No
34667	The point when I am unsure of what to say.	No
12673	And when we are strong and when we are first, then freedom gains; then the prospects for peace increase; then the prospects for our society gain.	No
34668	When we prioritize strength and stability, freedom is attained, peace can be achieved, and our society can thrive.	No
34669	Our strength and our society are the key factors in achieving freedom, peace, and prosperity.	No
34670	The more we are strong and powerful, the higher our freedoms, peace can be achieved, and our society can benefit.	No
23764	And I ask you for the privilege of leading our nation to be stronger at home and respected again in the world.	No
34671	I am eager to lead our nation in a way that makes us more powerful at home and respected internationally.	No
34672	May you grant me the privilege of guiding your country as we strive to be more powerful domestically and more respected internationally.	No
34673	My desire is for you to help us build a stronger nation here and gain global recognition.	No
14715	That is my commitment to you.	No
34674	I am here for you.	No
34675	My intention is to do that for you.	No
34676	You can rely on me to do that.	No
28847	Are you for it without quotas?	No
34677	Do you approve of anything that lacks quotas?	No
34678	Is it your preference to have no restrictions on quotas?	No
34679	Are you open to the idea of a free market?	No
12116	It empowers people, it trusts people, it makes -- and it's a practical way to encourage people to purchase health care insurance.	No
34680	It fosters empowerment, trustworthiness, and feasibility, all of which make it a practical means of motivating individuals to invest in health care insurance.	No
34681	This approach is a practical means of motivating individuals to purchase health care insurance, as it provides them with the power, confidence, and ability to make decisions.	No
34682	The act of purchasing health care insurance is a practical means of motivating people to purchase, as it provides them with the power and trust to make decisions.	No
27874	...because the private sector's not going to invest in a...	No
34683	Due to the private sector's lack of interest in a...	No
34684	The private sector's lack of interest in a... has resulted in this.	No
34685	...as the private sector has declined to invest in a.	No
19416	I think we all do.	No
34686	It is my belief that we are all capable of doing it.	No
34687	I believe we are all capable of doing it.	No
34688	In my opinion, we are all capable of doing it.	No
26912	Our hearts and -- and minds go out to them.	No
34689	Our thoughts and prayers are with them.	No
34690	We are deeply committed to them and their well-being.	No
34691	It is with great sadness and gratitude that we speak to them.	No
13752	And if they can't do it, if the Congress can't do it, let them then have to do it across the board.	No
34692	If the Congress is unable to do it, they should proceed with it regardless.	No
34693	In case the Congress is unable to do it, they should proceed with it regardless.	No
34694	The Congress must do it universally if they are incapable of doing so.	No
967	With decent and affordable healthcare for all working families.	No
34695	Affordable and decent healthcare for all working families.	No
34696	All working families can receive affordable and decent healthcare.	No
34697	Offering reasonable and cost-effective healthcare to all working families.	No
12565	We must have a great goal.	No
34698	It's imperative that we have a significant objective.	No
34699	We need a significant objective.	No
34700	Our aim must be a significant one.	No
13679	And I said I make a mistake.	No
34701	I declared that I am a loser.	No
34702	I asserted that I am prone to making mistakes.	No
34703	"""I declared that I am mistaken."""	No
5538	You were going to put him in a higher tax bracket which was going to increase his taxes, which was going to cause him not to be able to employ people, which Joe was trying to realize the American dream.	No
34704	The decision to place him in a higher tax bracket would result in increased taxes and the impossibility of hiring, which Joe was striving to achieve through the American dream.	No
34705	By placing him in a higher tax bracket, you were increasing his taxes and hindering his ability to hire workers, which Joe was striving to achieve through the American dream.	No
34706	You were going to place him in a higher tax bracket, which would increase his taxes and hinder his ability to hire workers, something Joe was striving to achieve by living the American dream.	No
17211	And on that basis and that basis alone, we make a decision on every issue.	No
34707	Our decision-making process is based solely on this foundation.	No
34708	Only that basis allows us to make decisions on every issue.	No
34709	The basis for our decisions on every issue is solely that one of these.	No
6774	What is an article of faith for me is not something that I can legislate on somebody who doesn't share that article of faith.	No
34710	It is not within my power to legislate an article of faith for someone who doesn't have that faith.	No
34711	The question of what constitutes an article of faith for me is beyond my jurisdiction as a law.	No
34712	What constitutes an article of faith for me is not within my jurisdiction to legislate that belief, even if they do.	No
1008	I don't think that uh - America can go on a big spending spree with a whole lot of new programs uh - that would add significantly to the federal budget.	No
34713	I doubt that the U.S. can embark on a significant spending spree by introducing numerous new programs that would significantly increase the federal budget.	No
34714	The federal budget of America cannot be significantly increased by launching numerous new programs.	No
34715	It is my belief that the federal budget cannot be significantly increased by implementing numerous new programs.	No
19350	That's why I reach out to the Perot voters.	No
34716	I want to connect with the Perot voters for that reason.	No
34717	The reason I make contact with the Perot voters is this.	No
34718	That's why I make contact with the Perot voters through messaging.	No
3773	We have to obviously cut spending.	No
34719	It is evident that we need to reduce our expenditure.	No
34720	We need to cut back on our spending, of course.	No
34721	Naturally, we need to reduce expenditure.	No
5852	And what is important is making sure that we disagree without being disagreeable.	No
34722	It is crucial to maintain a balance between disagreement and non-discrimination.	No
34723	The crucial aspect is to ensure that we don't become dissatisfied through disagreement.	No
34724	We must ensure that our disagreements are not deemed as disagreeable.	No
8663	But I want to answer as specifically as I can the question that you have just put to me.	No
34725	I am eager to provide a precise answer to the question you have asked me.	No
34726	Can you please provide me with a precise answer to the question you just asked?	No
34727	Your question has been directed towards me, and I am eager to answer it with the most precision.	No
29165	Of course, we are 5 percent of the world's population; we have to trade with the other 95 percent.	No
34728	With only 5 percent of the world's population, we must compete in trade with the remaining 95%.	No
34729	We are only 5 percent of the world's population, but we must compete in trade with the remaining 95%.	No
34730	Our population accounts for just 5 percent of the world's total, but we need to compete in trade with the remaining 95%.	No
12572	Mr. Howe, Mr. Vice President.	No
34731	Mr. Howe, the Vice-President.	No
34732	The Vice President, Mr. Howe.	No
34733	Vice President Mr. Howe.	No
22145	I'll close on this point.	No
34734	I'll wrap up at this point.	No
34735	My next move is towards the end.	No
34736	This is where I'll wrap up my remarks.	No
24987	And I think that perhaps we established a little better understanding.	No
34737	It's possible that we improved our comprehension.	No
34738	Perhaps we improved our understanding a bit.	No
34739	I believe that we could have achieved a greater degree of comprehension.	No
33501	I find that just absolutely...	No
34740	I am of the opinion that it is absolutely...	No
34741	In my opinion, it's absolutely...	No
34742	It is my opinion that absolutely...	No
25989	Nobody should smoke, young or old, but particularly young people should not smoke, but my record is there.	No
34743	Smoking should be avoided by both young people and adults, but my record is in line with what you have to do.	No
34744	Regardless of the age, smoking is not acceptable, but it should be avoided by young people, although my record suggests it may be problematic.	No
34745	"No one, regardless of age or ability, should be smoking; especially young people shouldn't smoke at all, I have my own record."""	No
17010	We need a president who can go in - who derives his strength from the people.	No
34746	A president who can lead with the strength of the people is necessary.	No
34747	We require a president who can enter and is supported by the people.	No
34748	The need for a president who can enter and use his strength to lead is urgent.	No
33268	I have met with women who toward the end of their pregnancy get the worst news one could get, that their health is in jeopardy if they continue to carry to term or that something terrible has happened or just been discovered about the pregnancy.	No
34749	I have encountered women who face the worst news during their pregnancy, such as being warned that their health is at risk if they continue to carry unborn children or undergo an unpleasant event.	No
34750	During my time with women, I have witnessed instances where they are informed of the potential dangers to their health and life, such as being hospitalized for an incontinence or pregnancy.	No
34751	Women I've met who face the worst possible consequences of carrying their pregnancy to term or experiencing something terrible just after conception, despite knowing that it could potentially harm their health.	No
6092	It is not and I just described it...	No
34752	That's not the case and I only narrated it.	No
34753	It is not and I have only explained it...	No
34754	The answer is no, and I have simply explained it.	No
20798	Take for example the marriage penalty.	No
34755	The marriage penalty is a case in point.	No
34756	An instance of this is the marriage penalty.	No
34757	For example, the marriage penalty.	No
20822	A charter school run by some people from Teach For America.	No
34758	A charter school operated by Teach For America and managed by a few individuals.	No
34759	An educational facility that is owned and operated by Teach For America's charter school.	No
34760	a charter school operated by some of Teach For America.	No
16191	But I'm not going to do that.	No
34761	Still, I won't go through with that.	No
34762	Nonetheless, I won't do that.	No
34763	But I won't do that.	No
24338	And so, we've got a good military.	No
34764	Our military is of high quality.	No
34765	We have a strong military force.	No
34766	The military we have is of high quality.	No
25432	But when you keep star-warring it -- I never suggested where the weapons should be or what kind; I'm not a scientist.	No
34767	I am not a scientist, so I haven't provided any guidance on the appropriate weapons or their location when it comes to star-warring.	No
34768	Despite my lack of scientific knowledge, I refrained from suggesting the appropriate weapons or their placement when continuing to star-war.	No
34769	The idea of constantly advancing towards the stars was not suggested by me, as I am not a scientist.	No
25895	But -- and I think the United States can do whatever we reasonably can.	No
34770	Nonetheless, I believe that the United States has the ability to take all necessary measures.	No
34771	However, I believe that the United States has the ability to take all necessary measures.	No
34772	In spite of this, I believe that the United States has the ability to take all necessary measures.	No
21494	I've been disturbed by the tone and the tenor of this campaign.	No
34773	The campaign's tone and tenor have left a lasting impression on me.	No
34774	I've been disturbed by the tone and tenor of this campaign.	No
34775	This campaign has left a negative impression on me due to its tone and tenor.	No
2276	You can't have a free market work if you don't have regulation.	No
34776	The absence of regulation is essential for working in a free market.	No
34777	Regulation is essential for working in a free market environment.	No
34778	A free market work model is not feasible without regulation.	No
12109	Secondly -- and they're good.	No
34779	The second point is that they are satisfactory.	No
34780	Second, they are satisfactory.	No
34781	Secondly, they are satisfactory.	No
27495	But over time, what they can do is regain credibility.	No
34782	The only way they can do is to regain their credibility in the future.	No
34783	Their objective is to regain their credibility in the future.	No
34784	They have the potential to restore credibility in the future.	No
28760	They look at Washington and see people pointing fingers and casting blame and saying one thing and doing another.	No
34785	When Washington is scrutinized, people tend to shift the blame and make contradictory statements.	No
34786	People in Washington tend to accuse others and criticize each other.	No
34787	Washington is a place where individuals are constantly accusing and trying to make excuses.	No
33388	There are some limited places where that was appropriate.	No
34788	There are a few places where that was appropriate.	No
34789	But there are a couple of places where that was right.	No
34790	In a few cases, it was fitting.	No
13927	We cannot lose those jobs.	No
34791	Those jobs cannot be taken away from us.	No
34792	It's not possible for us to relinquish those jobs.	No
34793	We cannot afford to lose those jobs.	No
19667	And they said no because they got a memo from one of their political advisers saying that instead they should characterize whatever we did as big government and make sure nothing was done to aid healthcare before the '94 elections so they could make that claim.	No
34794	They rejected it due to a memo from one of their political advisors, which suggested that our actions should be considered big government and that healthcare measures should not be taken before the 1994 elections.	No
34795	A political adviser had given them a memo stating that they should label all actions as big government and avoid any measures to improve healthcare before the 1994 elections, which is why they refused to do it.	No
34796	The reason they declined was due to a memo from one of their political advisors, which suggested that any actions were considered big government and that no measures had been taken to promote healthcare before the 1994 elections.	No
31994	But it is things that people say.	No
34797	It is the statements that people make.	No
34798	People's words are what they say.	No
34799	It is common for people to speak up about it.	No
32721	Let me tell you something.	No
34800	I have to say something.	No
34801	What is something that I can tell you?	No
34802	Can you provide me with a statement?	No
20647	Morale in today's military is too low.	No
34803	The military's morale is currently unsatisfactory.	No
34804	There is a lack of morale among the military in the present time.	No
34805	Today's military has a dearth of morale.	No
7678	These are the questions in these areas that the North and South, East and West are entitled to know.	No
34806	The questions in these areas are the ones that North, South, and West should be knowledgeable about.	No
34807	It is up to the North, South, and West to have knowledge of these questions in these areas.	No
34808	These are the questions in these areas that North, South, and West should be aware of.	No
16497	And from the a- analysis that I've made so far, it seems to me that that tax bill does uh - justify my signature and my approval.	No
34809	The a- analysis I've conducted thus far indicates that the tax bill is worthy of my signature and approval.	No
34810	My analysis has revealed that the tax bill is a valid reason for me to sign and approve it.	No
34811	Based on my analysis, it appears that the tax bill is a valid reason for me to sign and approve its terms.	No
19212	That's what I want to focus on.	No
34812	That's the area that I am directing my attention towards.	No
34813	And that's what I want to get at.	No
34814	My focus is on that.	No
30083	And the only way that American troops could have stayed in Iraq is to get an agreement from the then-Iraqi government that would have protected our troops, and the Iraqi government would not give that.	No
34815	The only way for American troops to remain in Iraq was if they could secure an agreement with the previous government.	No
34816	American troops could only stay in Iraq if they obtained an agreement from the previous government to protect them.	No
34817	An agreement from the Iraqi government would have been necessary to secure the safety of American troops in Iraq, as they were unable to do so.	No
34241	Well, Aleppo is a disaster.	No
34818	The situation in Aleppo is a total catastrophe.	No
34819	Aleppo is a total disaster.	No
34820	It is a complete debacle that Aleppo is.	No
25295	And one of those dreams is justice.	No
34821	Justice is one of the dreams.	No
34822	One of the dreams is to achieve justice.	No
34823	Justice is among the dreams that one can pursue.	No
89	I asked for and received the same briefing.	No
34824	The briefing I requested was identical to the one I received.	No
34825	I requested and was given the same briefing.	No
