Sentence_id	Text	class_label
9447	'Cause I'm going to bring rates down across the board for everybody, but I'm going to limit deductions and exemptions and credits, particularly for people at the high end, because I am not going to have people at the high end pay less than they're paying now.	No
1413	Uh - I might make a correction uh - of what uh - Governor Carter said, uh speaking of uh - uh - gun control, uh - yes, it is true, I believe that the sale of uh - Saturday Night S- Specials should be cut out, but he wants the registration of handguns.	Yes
19305	In the case of the product liability bill, which they passed and I vetoed, I think that's what he's talking about, I actually wanted to sign that bill.	Yes
23893	I've got a lot of experience in not taking 10 years to solve a 10-minute problem.	No
16343	And it's a disgrace, and I will do my level best to clean it up, recognizing that you can't legislate morality.	No
6800	I think a hospitable society is a society where every being counts and every person matters.	No
5999	In the same way that we should enforce rules against China manipulating its currency to make our exports more expensive and their exports to us cheaper.	No
20415	I think that is the wrong choice.	No
14614	I'm sure I'll do it before it's over.	No
3593	I want to cut spending.	No
7172	You see, we'll never be able to compete in the 21st century unless we have an education system that doesn't quit on children, an education system that raises standards, an education that makes sure there's excellence in every classroom.	No
1085	Now, after all of those investigations by objective, responsible people, I think the matter is closed once and for all.	No
626	But look, let me sum it up.	No
6625	No, education is how to help the person who's lost a job.	No
956	Who has the integrity and stability to get the job done?Ã¢â€°Â¤ My fellow Americans, I am that man and I ask for your support.	No
16677	We estimate that those programs would add a hundred billion dollars minimum and probably two hundred billion dollars - uhh maximum each year to the federal budget.	Yes
33939	So I'd like to ask you right now, why don't you give back the money that you've taken from certain countries that treat certain groups of people so horribly?	No
8498	Now, I also say that as far as Senator Kennedy's proposals are concerned, that, again, the question is not simply one of uh - a presidential veto stopping programs.	No
29263	So I've tried to be very specific about what we can and should do, and I am determined that we're going to get the economy really moving again, building on the progress we've made over the last eight years, but never going back to what got us in trouble in the first place.	No
35865	I voted to close it in a tie-breaking manner, but the House of Representatives majority went against my wishes.	Yes
25819	We ought to cut the growth to twice the rate of inflation.	No
13516	Mr. Dulles has suggested it's from two to three times as great as ours.	Yes
10852	And let's keep -- never forget the struggle that Americans are in today.	No
17788	But I tell you also now, Social Security has nothing to do with the deficit.	Yes
17120	But the fact of it is, every estimate by this administration about the size of the deficit has been off by billions and billions of dollars.	Yes
12113	If you allow -- also allow -- convince states to -- allow states to allow the mother to match some of the children's health insurance money with it, the pool purchasing power.	No
21205	I think we need to have an attorney general that says if a law is broken, we'll enforce it.	No
3515	I do not think that they are.	No
23200	Everybody got tax relief, so that they get out of the recession.	No
16797	He says he's learned how to match unemployment with inflation.	No
8279	Well, I would say in the latter that the - and that's what I found uh - somewhat unsatisfactory about the figures uh - Mr. Nixon, that you used in your previous speech, when you talked about the Truman Administration.	No
22016	And you can't just go up and say I'm going to fix it.	No
19453	It's called the automated check or the instant check.	No
23212	Thank you for your question.	No
3628	Well, let me just make a couple of points.	No
1115	And uh - I don't believe that our security would be directly threatened if the Soviet Union went uh - into Yugoslavia.	No
20773	They make $51,000 combined income, they pay about $3500 in taxes.	Yes
7850	If we move into a recession in sixty-one, then I would agree that we have to put more money into the economy, and it can be done by either one of the two methods discussed.	No
6970	And they came up with a variety of ideas for people to look at.	No
18256	When I was in a rope line just the other day, coming out here from Wisconsin, a couple of young returnees were in the line, one active duty, one from the Guard.	No
8965	But on his very optimistic figures about his tax cut producing a balanced budget by 1983, and the fact that he is using, he says, the figures of the Senate Budget Committee, that Senate Budget Committee Report does not accommodate all of the Reagan defense plans.	Yes
24329	Well, we still are the envy of the world in terms of our military.	No
740	But if there's one thing we also understand it is that you cannot make concessions to terrorists, ever, ever.	No
11787	I want to help people help themselves, not have government tell people what to do.	No
20255	That's not what I think.	No
17368	Well, tonight we had the first debate over the deficit.	No
35565	Despite my tax cut, the $86 billion increase remains unaddressed.	Yes
35010	The president was informed by 38 Democrat senators that the tensions with Israel were a genuine issue.	Yes
26617	And we need to make it stronger.	No
596	And he just lifted martial law.	Yes
21089	You ought to put it in prudent, safe investments so that $1 trillion over the next ten years grows to be $3 trillion.	No
24075	I know it's not popular, and I understand the nature of your question.	No
16998	The government needs to be well-managed, efficient, economical, We need to have a government that's sensitive to our people's needs - to those who are poor, who don't have adequate health care, who have been cheated too long with our tax programs, who've been out of jobs, whose families have been torn apart.	No
3714	I know how to do that.	No
18480	There was a right way to disarm him and a wrong way.	No
20245	Our country has cut the welfare rolls in half.	Yes
25039	And that's where the President's failure to master, in my opinion, the essential elements of arms control has cost us dearly.	No
34921	We are a developing nation.	Yes
14341	If you have time, go through Nexis and Lexis, pull all the old news articles, look at what Ambassador Glaspie said all through the fall and what-have-you, and then look at what she and Kelly and all the others in State said at the end when they were trying to clean it up.	No
10092	This -- the administration -- the administration indicated this was a reaction to a video and was a spontaneous reaction.	No
31937	We have seen him insult women.	Yes
15875	We may think that you deal with them in different ways.	No
5885	Now, the reason I think that it's important to just get these facts out is because the allegation that Senator McCain has continually made is that somehow my associations are troubling.	No
22083	You've got to do that; we got to get those costs down.	No
24320	Our dollar's at an all time low against some foreign currencies.	Yes
29300	Will they raise incomes in America?	No
19150	The President trusts the government.	No
1211	I have fully funded the land and water conservation program; in fact, have recommended and the Congress approved a substantially increased land and water conservation program.	Yes
23032	I've got an obligation to make sure our government does everything we can to protect you.	No
4197	It's important that we recognize there are going to be some areas of common interest.	No
16737	Encouragement by the president for people to uh voluntarily conserve - yes.	No
19398	And we have to vote it up or down, Mr. President.	No
21619	That's the problem with our system.	No
15716	We are moving forward with negotiations and, you see, I just think it would be dumb negotiating policy with the Soviets to cut out one or the other of the two options right now.	No
8750	So I think, yes, we will have to change in a very appreciable way, some of the lifestyles that we now enjoy.	No
6309	Where we disagree is on the idea that we can somehow give out vouchers -- give vouchers as a way of securing the problems in our education system.	No
6769	I completely respect their views.	No
24168	That is what I want to do.	No
8321	I think this is the wrong direction.	No
1321	However, I honor the right of people who seek the constitutional amendments on school busing, on uh - prayer in the schools and an abortion.	No
24159	We need to have a very carefully thought through phase-over.	No
35519	The housing market has been negatively impacted by Dodd-Frank's failure to predict the implementation of regulations.	Yes
5718	You have to tell me one time when you have stood up with the leaders of your party on one single major issue.	No
11666	But we can't be all things to all people in the world, Jim.	No
2639	All right, I'm not going to cut education funding.	No
18707	My opponent talks about me not signing certain treaties.	No
7924	I would not meet Mr. Khrushchev unless there were some agreements at the secondary level - foreign ministers or ambassadors - which would indicate that the meeting would have some hope of success, or a useful exchange of ideas.	No
12704	They have to include the other countries of Latin America.	No
8182	Now last year, of course, was 1958.	No
10310	Candy, there are some jobs that are not going to come back.	No
22179	It's being worked now in 1700 communities -- bypassed Congress on this one, Ross -- 1700 communities across the country.	Yes
10691	Senator McCain mentioned looking at our records.	No
12235	You know the Japanese are breathing down our necks on this.	No
33282	And I do not believe the government should be making it.	No
21572	I don't have any PAC money in my campaign.	Yes
22220	I don't think we should spend tax money on private schools.	No
8499	You must always remember that a president can't stop anything unless he has the people behind him.	No
34857	The Social Security payroll tax increase, the most significant single tax in our country's history, will only serve to delay the day of reckoning by a few years and leave trillions of dollars out of pocket.	Yes
26071	It's illegal right now and has been for years for illegal immigrants to get welfare benefits.	Yes
10867	Senator Obama has opposed that.	Yes
368	We've got to have a president that can lead on this issue, that can work with the Congress, and I'm prepared to do so.	No
8118	If we fail, then freedom fails.	No
617	Wouldn't it be nice to be perfect?	No
3178	Under this administration that strength has not been realized.	No
21311	Pay $1 an hour for your labor, have no health care -- that's the most expensive single element in making the car.	Yes
27947	Well, thank you very much, Bob, Governor Romney, and to Lynn University.	No
25294	We came here loving this nation, serving it, and it has served all of our most bountiful dreams.	No
3358	Will we have a world of hunger and - and hatred, and will we be living in an armed camp stripped of our friendship and allies hiding behind a tight defense that's been drawn in around us because we are fearful of the outside world?	No
26345	We had a better idea.	No
35238	Children who were part of Head Start are not faring any better by the time they reach third grade.	Yes
28713	And I'm so proud of what she accomplished in getting them on there.	No
9797	The difference between where it is and 5.4 percent is 9 million Americans without work.	Yes
8189	Is it true that this Administration, as Senator Kennedy has charged, has been an Administration of retreat, of defeat, of stagnation?	No
15298	But it's going to take some study and some work, and not just passing a tax increase to let the load - or the roof - fall in on the next administration.	No
32922	So you can put it down, but it is a very effective form of communication.	No
9679	I don't think so, Candy.	No
18705	"Let me -- I'm not exactly sure what you mean, ""passes the global test,"" you take preemptive action if you pass a global test."	No
15046	The President talks of Government programs, and they have their place.	No
12799	I hope we can succeed.	No
12560	Firmness but no belligerence, and by no belligerence I mean that we do not answer insult by insult.	No
19445	But let me remind you, my family has suffered from drug abuse.	No
1598	"But I do know that if the president of the United States and the Congress of the United States and the people of the United States said, ""I believe our nation is greater than what we are now."""	No
34718	Legislation or action taken by a local city council does not demonstrate any evidence of its effectiveness.	Yes
29715	You walk down the street, you get shot.	No
5889	Those are the people, Democrats and Republicans, who have shaped my ideas and who will be surrounding me in the White House.	No
14988	"Windows smashed out, painted on one of them ""Unkept promises;"" on another, ""Despair."""	No
28520	The Vice President mentioned my view of long-term for the military.	No
32248	We're going to block grant into the states.	No
18832	Although I'm not so sure I admire the record.	No
21854	I think medical care should go with the person.	No
14894	It averaged about 18% in the first quarter of this year.	Yes
16702	I think almost every other developed nation in the world has an energy policy except us.	Yes
26821	What I want the voters to do is to make a decision.	No
22248	And we put up with that.	No
19348	Let's be honest about it.	No
34889	I will not accept Vietnam's admission to the United Nations if they do not provide a comprehensive account of their missing in action.	Yes
14464	But I think that -- I just was watching some of the proceedings of the American Bankers Assn, and I think the general feeling is most of the banks are sound, certainly there's no comparison here between what happened to the S&Ls and where the banks stand right now, in my view.	No
34287	And so we are going to do very careful, thorough vetting.	No
5932	She understands that better than almost any American that I know.	No
12837	We can, in other words, negotiate many of these items of difference between us without going to the summit.	No
14703	They went a long way toward reclaiming this election for the American people and taking their country back.	No
17371	I think the American people will draw their own conclusions.	No
2734	I -- I know this is bigger than an election about the two of us as individuals.	No
16602	For instance, we now have uh - in the health area three hundred and two different programs administered by eleven major departments and agencies, sixty other advisory commissions responsible for this.	Yes
35735	In 1955, the president was granted the authority to use American military force to safeguard Formosa and the offshore islands, thanks to his vote.	Yes
707	You have to make choices.	No
29772	There are the right ways of doing it, and then there are ways that are ineffective.	No
35787	With a donation of $14 million from his father, he launched his business and strongly believes that aiding the wealthy will bring about positive change.	Yes
34565	I must first confess to having signed onto a tort reform bill that tackled civilian aviation some two years ago.	Yes
9072	I believe that all of us are going to have to begin to work together to solve our problems.	No
3532	And Main Street is paying a penalty for the excesses and greed in Washington, D.C., and in the Wall Street.	Yes
28081	The HMOs and the insurance companies support the other bill that's pending, the one that the Republican majority has put forward.	Yes
24133	And another one is: stimulate investment and savings.	No
29149	All you have to do is take a look at Carrier air conditioning in Indianapolis.	No
10075	That's not what I do as president, that's not what I do as Commander in Chief.	No
34881	Under the president's leadership, gasoline prices have doubled.	Yes
12598	It was rather a vague statement that they finally made.	No
25284	I object to that part of the Simpson-Mazzoli bill which I think is very unfair and would prove to be so.	No
22638	Now, the president wishes that I had changed my mind.	No
5550	And we both want to cut taxes, the difference is who we want to cut taxes for.	Yes
26845	So we've talked about our responsibility tonight.	No
35826	I should mention that the only known 25-percent cut in Social Security was a 25 percent reduction in benefits for all Americans born after 1916, which coincided with the massive tax increase of 1977.	Yes
25418	Because this ever-rising arms race madness makes both nations less secure.	No
14673	I'm totally focussed on the fact that we are still evading the issue of the Glaspie papers.	Yes
33686	I personally believe that the steps that President Obama took saved the economy.	No
10335	In the course of that, I think the president's campaign has tried to characterize me as -- as someone who's very different than who I am.	No
27396	That, in my view, is making -- is making our future less certain and less secure.	No
22631	And my opponent's plans lead me to conclude that Saddam Hussein would still be in power, and the world would be more dangerous.	No
28295	Traditionally, if you've been involved in a campaign like that, you know that the parents with kids in school are the ones that turn out and vote.	No
22029	Let's make sure this thing's as good as we all think it is at the end of the meeting.	No
25619	I am grateful for the chance to reaffirm my commitment to reduce nuclear weapons and, one day, to eliminate them entirely.	No
16475	And I recommended that to the Congress with a budget ceiling of three hundred and ninety-five billion dollars, and that would have permitted us to have a $25 billion tax reduction.	Yes
30081	He actually advocated for the actions we took in Libya and urged that Gadhafi be taken out, after actually doing some business with him one time.	Yes
2442	Because there -- there are two ways of dealing with our health care crisis.	No
17025	Governor Carter in his acceptance speech called for more and more programs, which means more and more government.	No
4271	And off-shore drilling is also something that is very important and it is a bridge.	No
7022	Eleven other presidents -- six Democrats and five Republicans -- had wars, had recessions, had great difficulties; none of them lost jobs the way this president has.	Yes
35753	The investment has surged and our workforce is expanding.	Yes
25181	"[Laughter and applause] If I still have time, I might add, Mr. Trewhitt, I might add that it was Seneca or it was Cicero, I don't know which, that said, ""If it was not for the elders correcting the mistakes of the young, there would be no state.''"	No
29697	But we also have to recognize, in addition to the challenges that we face with policing, there are so many good, brave police officers who equally want reform.	No
28144	You pick your own doctor, and nobody can take that away from you.	No
25286	I'm convinced that the result of this would be that people who are Hispanic, people who have different languages or speak with an accent, would find it difficult to be employed.	No
3288	And I can assure you that if we had not taken the strong and forceful action that we did, we would have been uh - criticized very, very uh - severely for sitting back and not moving.	No
8523	I think it's a matter that we should continue to uh - give uh - great care and attention to.	No
33853	"He attacked the woman reporter writing the story, called her ""disgusting,"" as he has called a number of women during this campaign."	Yes
1280	You're familiar, I'm sure, with the recognition given in the Air Force to uh - General James, and there was just uh - approved a three-star admiral, the first in the history of the United States Navy, so uh - we are giving full recognition to individuals of quality in the Ford administration in positions of great responsibility.	Yes
21412	When I was a young man, when I got out of the Navy I had multiple job offers.	No
3631	And if you make less than $250,000, less than a quarter-million dollars a year, then you will not see one dime's worth of tax increase.	Yes
23870	Mine is rooted in the real lives of real people, and it will bring real results if we have the courage to change.	No
9174	I said we're going to bet on American workers and the American auto industry and it's come surging back.	No
12926	Then the President sent a mission, composed of Admiral Radford and Mr. Robertson, to persuade Chiang Kai-shek in the spring of fifty-five to withdraw from the two islands, because they were exposed.	Yes
23174	You should have shown up on the floor in the Senate and voted for it then.	No
24333	Our exports are dramatically up.	Yes
7503	We can create jobs that pay more than the jobs we're losing overseas.	No
26136	There are 7 trillion dollars in assets locked up in America.	Yes
23431	It's good for small businesses, good for owners.	No
35232	The economic recovery program that we introduced when I became president in 1981 is what it is.	Yes
8340	Now, I can only say this.	No
19517	When I took office, the worst war in Europe was waging in Bosnia.	Yes
20111	We still gave tax cuts to 15 million working Americans, and now I've got a plan that's been out there for two years, it could have been passed already, but instead the Republicans shut the government down to try to force their budget and their plan on me, and I couldn't take that.	Yes
35264	As I mentioned earlier, the discussion about transferring Medicaid to states may involve a 30 percent decrease in Medicaid coverage over time.	Yes
33860	And it really is up to all of us to make that true, now and in the future, and particularly for our children and our grandchildren.	No
11664	I thought the best example of a way to handle the situation was East Timor when we provided logistical support to the Australians, support that only we can provide.	No
33661	... the fact is, he's going to advocate for the largest tax cuts we've ever seen, three times more than the tax cuts under the Bush administration.	Yes
35029	The crown jewel of his program was taken away last week due to a conference committee's rejection of the ambitious proposal made by him to increase loan guarantees and direct loans and credits.	Yes
35897	The world is cognizant of the fact that there were no weapons of mass destruction.	Yes
10150	But gosh to tell our kids that before they have babies, they ought to think about getting married to someone, that's a great idea.	No
20458	I know we can do a better job of clean coal technologies.	No
28902	During the course of the campaign in 1994 I was asked do you support the death penalty.	No
1952	So I'll get rid of that.	No
2746	We've had 43 straight months with unemployment above 8 percent.	Yes
35193	A computer located in Washington, D.C. has 20 million names of people who are opposed to owning guns.	Yes
24457	So with all the talk about family values, I know about family values -- I wouldn't be here without them.	No
747	We've got to treat it as international crime.	No
35892	Our success has led to the provision of assistance to millions of students, as well as the reduction or retention of student loan interest rates.	Yes
31983	Mine are words, and his was action.	No
13902	In my state, we're leading the country in private sector job growth.	Yes
426	And that's one of the reasons why my state has cut crime by more than any other industrial state in America.	Yes
25617	My thanks to the League of Women Voters, to the panelists, the moderator, and to the people of Kansas City for their warm hospitality and greeting.	No
24453	I think the president owes it to family values to show that he values America's families, whether they're people on welfare you're trying to move from welfare to work, the working poor whom I think deserve a tax break to lift them above poverty if they've got a child in the house and working 40 hours a week, working families who deserve a fair tax system and the opportunity for constant retraining; they deserve a strong economy.	No
14177	One-third of the president's budget is at the president's discretion, or really the Congress, since they appropriate every dime and tell a president how to spend every dime.	Yes
443	But when a narcotics wrapped up guy goes in and murders a police officer, I think they ought to pay with their life.	No
668	Look at the INF treaty.	No
3715	I saved the taxpayers $6.8 billion by fighting a contract that was negotiated between Boeing and DOD that was completely wrong.	Yes
33255	He even supported shutting the government down to defund Planned Parenthood.	Yes
12599	Do you know today that the Com- the Russians broadcast ten times as many programs in Spanish to Latin America as we do?	Yes
34302	And during the cease-fire, Russia took over vast swatches of land, and then they said we don't want the cease-fire anymore.	Yes
20707	I think that's an important part of leadership.	No
17042	I believe we can all work together to make the individuals in the future have more and all of us working together can build a better America.	No
25190	Yes, this had to do with our disarmament talks.	No
17365	And they want it because they've understood from the beginning that when we open doors, we're all stronger, just as we were at the Olympics.	No
19551	In Northern Ireland, in the Middle East we are better off than we were four years ago.	Yes
26317	I'm going to keep my word to you.	No
16442	First of all, to channel research and development funds into areas that will provide uh large numbers of jobs.	No
15047	But as governor, when I was at that end of the line and receiving some of these grants for Government programs, I saw that so many of them were dead-end.	No
14949	most people, when they think about cutting Government spending, they think in terms of eliminating necessary programs or wiping out something, some service that Government is supposed to perform.	No
7697	And then fourthly, as a moral leader.	No
6793	That's why I fight to clean up the environment and protect this earth.	No
10095	And to suggest -- am I incorrect in that regard, on Sunday, the -- your secretary --	No
28959	But he's promised seniors that their Social Security benefits will not be cut, and he's promised the same trillion dollars to them.	Yes
23483	Every action being taken against terrorists requires court order, requires scrutiny.	No
32235	You're going to have plans...	No
17904	When we terminated 400,000 desperate, hopeless, defenseless Americans who were on disability -- confused and unable to defend themselves, and just laid them out on the street, as we did for 4 years, I don't think that's what America is all about.	Yes
34121	I have been reading about going after Mosul now for about -- how long is it, Hillary, three months?	No
18218	America needed to be safe.	No
35625	According to him, the amount is $800 billion, while we equate it to $600 billion.	Yes
22319	I'll just mention one -- the Beasley Academic Center in Chicago.	No
24289	I hope we can talk more about that.	No
3267	The United States must and will maintain complete access to the Panama Canal.	No
13752	And if they can't do it, if the Congress can't do it, let them then have to do it across the board.	No
2718	And the reason is because of its people, because of the woman I met in North Carolina who decided at 55 to go back to school because she wanted to inspire her daughter and now has a job from that new training that she's gotten; because a company in Minnesota who was willing to give up salaries and perks for their executives to make sure that they didn't lay off workers during a recession.	No
9899	And that's what we've done.	No
18019	Forty-one percent of those 10 million are women.	Yes
29941	So he has a long record of engaging in racist behavior.	Yes
27573	But let me -- let me come back -- we can come back.	No
16037	One I don't have a list yet.	No
15165	unemployment, the cities are all very important issues, but they pale into insignificance in the life and duties of a President when compared with the control of nuclear weapons.	No
20058	So I'd rather talk about my strengths.	No
21697	Therefore I support the Brady bill which would impose a national waiting period unless and until a state did what only Virginia has done now, which is to automate its records.	Yes
17217	We have believed in partnership, and that was an example of a partnership between, not only local government and the Federal Government but also between the private sector that built that particular structure.	No
7109	Well, to say that the borders are not as protected as they were prior to September the 11th shows he doesn't know the borders.	No
7018	And we'll make whatever adjustment is necessary.	No
35415	They have reduced their Social Security tax payments by 50%.	Yes
16650	Well, in the uh - last two years, as I indicated before, we had a very tough time.	No
28955	We both made promises in this campaign.	No
2077	As I indicated before, when you talk about shifting Medicaid to states, we're talking about potentially a 30 -- a 30 percent cut in Medicaid over time.	Yes
3173	We've got two and a half million more Americans out of work now than we had when Mr. Ford took office.	Yes
13293	I do not suggest in any way, nor have I ever, that that indicates that Mr. Nixon has the slightest sympathy, involvement, or in any way imply any inferences in regard to the Ku Klux Klan.	No
33167	But these were statements that should never, ever have been made.	No
28917	I'm proud of the fact that we hold people accountable.	No
24237	But I think the important thing--the important thing-- is to use the powers the president does have on the assumption that, given the condition of this economy, we're going to keep interest rates down if we have the discipline to increase investment and reduce the debt at the same time.	No
16569	I gave, in September of 1974, an opportunity for all draft evaders, all deserters, to come in voluntarily, clear their records by earning an opportunity to restore their good citizenship.	Yes
1684	This is obviously a very tender topic.	No
3977	So we've got a lot of work to do in Afghanistan.	No
17143	And that's why the Congress, including the Republicans, have not gone along with the President's recommendations.	Yes
25508	And they installed a Marxist-Leninist totalitarian government.	Yes
28700	I happen to like the idea of having technology for the TV, easy for parents to use so you can tune out these programs you don't want in your house.	No
35910	The highest number ever recorded this year will be achieved next year and for the tenth year in a row.	Yes
19140	We reduced more regulations, eliminated more programs than my two Republican predecessors.	Yes
1441	Im- most importantly, consumer confidence as surveyed by the reputable organization at the University of Michigan is at the highest since 1972.	Yes
15314	Now, again this statement that somehow, I wanted to destroy it and I just changed my tune, that I am for voluntary Social Security, which would mean the ruin of it.	No
34775	Some in the country lack the motivation to fight it, while those who are on the front line, as you know, have a strong connection to law enforcement and some of them are fighting hard to keep their lives safe.	Yes
29793	We need comprehensive background checks, and we need to keep guns out of the hands of those who will do harm.	No
17779	And I don't think that that should be a part of political dialog.	No
2444	Or, alternatively, we can figure out, how do we make the cost of care more effective?	No
30262	We're a country that owes $20 trillion.	Yes
872	I know that the people you pick make an enormous difference in your ability to govern and I set high standards.	No
24436	But I think that it's important to recognize that there are things that can be done short of that, and that we do have interests there.	No
18817	We were very much involved at the U.N. on the sanction policy of the Bashir government in the Sudan.	Yes
19930	Well, I think it's pretty liberal, I'll put that label on it.	No
32968	I want a Supreme Court that will stick with Roe v. Wade and a woman's right to choose, and I want a Supreme Court that will stick with marriage equality.	No
28741	And that is the current campaign financing system.	No
34621	Our largest agricultural importer of our products, Colombia, has already paid billions in expenses to our businesses for the goods and products we send there, thanks to previous agreements made by President Clinton.	Yes
2223	But people make their own choice.	No
18906	The United States is pursuing a new set of nuclear weapons.	Yes
23670	Put a head fake on us.	No
28521	I want to make sure the equipment for our military is the best it can possibly be, of course.	No
13806	But if you're talking about protecting the taxpayer against his friends in the US Congress, go back to what it was like when you had a Democratic president and a Democratic Congress.	No
18426	Well, I've never, ever used the harshest word, as you did just then.	No
1165	At that time, nobody thought I had a chance to win.	No
2006	It's now four years later.	No
29150	They left -- fired 1,400 people.	Yes
20162	And I would say to those I know there are more young people experimenting with drugs today than ever before; drug use has gone up.	Yes
20359	I'm beginning to think not only did he invent the Internet, but he invented the calculator.	No
8662	The man who should be here tonight to respond to those charges chose not to attend.	No
34803	Those who invest in small businesses and hold the investment for five years can now benefit from capital gains.	Yes
35852	I was mistaken in my belief that the economy would be positively impacted by the tax compromise and Democratic tax increase.	Yes
19745	Now, to me that's not the strategy that I think people expect from America.	No
22130	All the nuclear weapons are not dismantled.	Yes
33884	But he also went after a disabled reporter, mocked and mimicked him on national television.	Yes
32234	We're going to be able to.	No
22120	The Soviet Union is no more, and now we're working to help them become totally democratic through the Freedom Support Act that I led on, a great Democratic ambassador, Bob Strauss, over there, Jim Baker, all of us got this thing passed -- through cooperation, Ross -- it worked with cooperation, and you're for that, I'm sure, helping Russia become democratic.	Yes
23197	I just told this lady over here we spent -- went from $10 billion to $30 billion to protect the homeland.	Yes
22968	I'm going to change that.	No
26955	And -- and they're throughout many nations in the Middle East.	No
29411	I don't think General Douglas MacArthur would like that too much.	No
2900	And I'm not gonna exclude the American people from that process in the future, as Mr. Ford and Kissinger have done.	Yes
32746	... for weeks -- I've been reading now for weeks about Mosul, that it's the harbor of where -- you know, between Raqqa and Mosul, this is where they think the ISIS leaders are.	Yes
34577	My appointment history shows that I've appointed more than 130 people.	Yes
4121	Again, it may not work, but if it doesn't work, then we have strengthened our ability to form alliances to impose the tough sanctions that Senator McCain just mentioned.	No
2991	If I ever decided to impose an embargo because of a crisis in international relationships, it would include all shipments of all equipment.	No
23613	It helped lead me through a war, leads me today.	No
12141	Our rate of uninsured, the percentage of uninsured in Texas has gone down, while the percentage of uninsured in America has gone up.	Yes
28253	I think that's a mistake.	No
35504	Six other studies have analyzed the study you describe and concluded that it is entirely incorrect.	Yes
34688	We are now defending ourselves.	Yes
2592	The proof of that is we've gone from 32 million on food stamps to 47 million on food stamps.	Yes
33983	... the money -- the money went to Fisher House, where they build houses -- the money that you're talking about went to Fisher House, where they build houses for veterans and disabled vets.	Yes
4179	I'm using the same words that your advisers use.	No
28197	The number of uninsured has now gone up for the past seven years.	Yes
11493	The sanctions are being violated.	Yes
6575	He's also the only president in 72 years to lose jobs -- 1.6 million jobs lost.	Yes
13866	They both said they were Vietnam veterans supporting me because I had an economic program to put them back to work.	No
4091	We do need tougher sanctions.	No
10548	Now, I've got to correct a little bit of Senator McCain's history, not surprisingly.	No
10160	Which I think the American people would like to understand fully, it's been investigated to a degree, but -- but the administration has carried out executive privilege to prevent all of the information from coming out.	Yes
11768	And I think that there's a general agreement in many parts of the world now that there ought to be changes in the IMF.	No
25698	But in any event, I understand the problems.	No
27028	...of forces agreement at the end of the conflict that existed.	No
22811	"I remember going down to the basement of the White House the day we committed our troops as last resort, looking at Tommy Franks and the generals on the ground, asking them, ""Do we have the right plan with the right troop level?"""	No
34955	We discovered that those with 185 percent of poverty were receiving government assistance.	Yes
34602	There are, in fact, thousands of them.	Yes
13362	We've spent more money on agriculture in the last eight years than the hundred years of the Agricultural Department before that.	Yes
21678	Do you want jobs in the inner city?	No
1538	I think most people know that I did not seek the presidency.	No
28694	I think that afterschool money ought to be available for faith-based programs and charitable programs that exist because somebody has heard the call to love a neighbor like you would like to be loved yourself.	No
34184	You know, he always is looking for some conspiracy.	No
33940	Why don't you give back the money?	No
22500	I want to make America as great as it can be and I ask for your help in doing it.	No
2000	If you wanted to make some adjustments to it, take it, go to Congress, fight for it.	No
9606	Earlier, Governor Romney talked about he wants to make Pell Grants and other education accessible for young people.	Yes
9482	I'm ready to sign that bill right now.	No
15793	I think of classroom teachers, classroom teachers that I have had, classroom teachers that youngsters have today who are real heroes to our young people.	No
