Sentence_id	Text	class_label
14983	And there would simply be a delay, and on the other hand, many people who would be given a job are currently wards of the government and it would not be wrong to give them a tax incentive, because they... it does not cost the government either.	No
23063	We're not talking about Third World drugs.	No
17387	That barely held even with -- if it did that much -- with the gigantic tax increase imposed in 1977.	Yes
29179	My father was a little businessman.	No
114	It's very unfair to the average taxpayer who pays his taxes and pays them on time to permit these monies to go uncollected.	No
22244	Interesting phenomenon: small towns have good schools, big cities have terrible schools.	No
19664	It means a lot to a lot of people watching us tonight.	No
19753	It's a very difficult environment.	No
1827	That is, I want to lower the rates.	No
24254	And they recognize that we have great difficulties, but they are also much more optimistic than the pessimists we have here tonight.	No
23614	But I can't take what is an article of faith for me and legislate it for someone who doesn't share that article of faith, whether they be agnostic, atheist, Jew, Protestant, whatever.	No
17175	No one else thinks they do.	No
25754	If you think the Republican party is some place for you to come if you're narrow minded or bigoted or don't like certain people in America, the exits are clearly marked for you to walk out of as I stand here without compromise, because this is the party of Lincoln.	No
2416	What you did was pass a plan without a single Republican vote.	Yes
18992	I can't say that more clearly.	No
20778	There is a difference of opinion.	No
23977	We need to invest and grow, and that's what I want to do.	No
8830	Well, let me just say that, with regard to that same missile system, I happen to support and believe in the missile, itself.	No
20600	It will be a wonderful time for the Russians to enter the Balkans and convince Mr Milosevic that it is in his best interest and that of his country to leave.	No
34044	And just in that respect, I say it's rigged, because she should never...	No
31891	I'm certainly not proud of that.	No
16331	Because I think you see, I am one who I get kidded by being a little old fashioned on these things, but I do believe in public service.	No
22920	We're going to build alliances.	No
2074	Ultimately, we're going to have to make some decisions.	No
264	You see, last year in the primary, he expressed his passion.	No
27992	We've been blessed by having a nation that's free and prosperous thanks to the contributions of the greatest generation.	No
16198	Margaret, I'm not sure I have all this in a minute.	No
1780	Well, I think -- let's talk about taxes, because I think it's instructive.	No
30083	And the only way the US troops could have stayed in Iraq is to get an agreement from the then Iraqi government that would have protected our troops, and the Iraqi government would not.	No
5930	And, by the way, she also understands special-needs families.	No
1739	Middle- income Americans have seen their income come down by $4,300.	Yes
27280	And what I want to do now is hire more teachers, especially in mathematics and science, because we know we're late in mathematics and science.	No
19049	And we'll continue to spread freedom.	No
28424	Hey, I've got to answer that, Jim.	No
23304	You looked at me like my clock was up.	No
6193	It is very likely that one of us will be making at least one and probably more than one appointments and Roe versus Wade probably hangs in the balance.	No
1608	And we did not set an example for our own people.	No
27955	I want to make sure we've got the best education system in the world.	No
25216	"And then 5 days before the troops were killed, they went back to the President, through the Secretary of Defense, and said, ""Please, Mr. President, take those troops out of there because we can't defend them.''"	Yes
6197	But what I believe in the end is that women, in consultation with their families, their doctors, their religious advisers, are best placed to make this decision.	No
17908	And contrary to what the President says, I think their environmental assessment is inexcusable and often shameful.	No
8430	I prefer higher salaries for teachers.	No
29376	But regulations, you are going to regulate these businesses out of existence.	No
823	Made him a part of our foreign policy and stoned aid to Contras through convicted drug traffickers.â€°Â¤	Yes
31858	I cannot believe I'm saying that about myself, but I guess I have been a politician.	No
16766	The immediate problem we have is to stimulate our economy now so that we can get rid of unemployment.	No
10505	Warren would be a very good choice -- Warren Buffett, and I'm happy to have his support.	No
8177	But when you're in a race, the only way to stay ahead is to move forward.	No
27708	One thing I think Americans should be proud of, when Tunisians began protesting, this nation -- me, my administration -- was with them earlier than any country.	Yes
27476	Well, first of all those are reports in the newspaper.	No
19559	And a lot of things the President spoke about, he turned to the United Nations.	No
16245	So I think we can all share, with respect, the fact that the message may not come out.	No
13915	I do understand creating jobs.	No
7187	Well, again, the president didn't answer the question.	No
20272	He spends more money on tax cuts for the richest 1% than all of his new spending proposals for health care, prescription drugs, education and national defence all combined.	Yes
15183	That is hardly throwing away a treaty and being opposed to arms limitation.	No
7087	In September 2003, it supported amnesty for foreigners in an irregular situation.	Yes
24015	Well, Sander, that's a good question, and the answer is: for 40-some years we kept the peace.	Yes
29012	One reason people are skeptical is because people don't answer the questions they've been asked.	No
28050	I too want to extend my prayers and blessings, God's blessings on families whose lives were reversed yes - tod - last night.	No
6777	And that's why I support that.	No
13819	You've got to let small businesses have more incentives.	No
16689	He has four times as many deficits as Mr. Nixon himself.	Yes
872	I know that the people you choose make a huge difference in your ability to govern and that I set high standards.	No
31940	We saw it after the first debate spent almost a week denigrating an ancient Miss Universe in the most difficult and personal terms.	Yes
12251	We are a big industrial state.	Yes
18213	We just read on the first pages of American newspapers that there are more than 100,000 hours of unheard-of tapes.	Yes
22435	If they just want to keep slow dancing and talk about it and not do it, I'm not your man.	No
23923	I think that the American people will make their own decisions about character and at a time when we have work to do and we need action, I think they need to clearly understand each person's background.	No
6506	Of course we're worried about Osama bin Laden.	No
1350	And the only way to do it is to pass strong legislation so that once apprehended, indicted, convicted, they'll be in jail and off the streets and not using guns in the commission of a crime.	No
25551	And it seems to me that this could be an adjunct, or certainly a great assisting agent in getting that done.	No
7667	I am therefore saying that both candidates and vice-chairpersons, I also hope - including Senator Johnson - will have to discuss this issue on every occasion.	No
3968	It's ruled by a handful of tribes.	No
22163	We can't have any more instances like what happened when Mr. Bush went to Japan and the Japanese prime minister said he felt sympathy for our country.	Yes
29580	You know, I made a mistake using a private e- mail.	No
16712	We now import about 44 percent of our oil.	Yes
14690	Look at the 24 generals and admirals, retired, that have endorsed me, including the deputy commander of Desert Storm.	Yes
34079	And let's be clear about what he's saying and what that means.	No
4249	But if it had been done, it is possible that we could have avoided the question.	No
13537	Its growth rate is not what counts; it's whether it is catching up with us and it is not catching up with us.	No
26120	We've got this country going in the right direction.	No
6950	Of course, we respect our obligation to our veterans, and they know that.	No
10662	I know how to do that.	No
27691	We're also going to have to have a farm more effective and comprehensive strategy to help move the world away from terror and Islamic extremism.	Yes
11411	That's what a Chief Executive Officer does.	No
19810	I personally don't think that's the right kind of future for America, and I think we ought to take a different tack.	No
23090	He added more debt to the US debt in four years than George Washington to Ronald Reagan combined.	Yes
20647	The morale in today's army is too low.	No
3230	This is a typical example, perhaps many others, where this administration overturned an elected government and helped establish a military dictatorship.	Yes
3624	I want every family to have a $5,000 refundable tax credit so they can go out and purchase their own health care.	No
13938	I'd rather there were jobs left here than see everything heading south, you know?	No
17395	And today, without the Federal Government being involved other than passing on to them, the school districts, the words from that commission, we find 35 States with task forces now dealing with their educational problems.	Yes
5984	Obviously, we've got an immediate crisis right now.	No
21959	But I think in terms of the recession, of course you feel it when you're president of the US.	No
6472	I'll hunt them down, and we'll kill them, we'll capture them.	No
5517	But what we haven't seen yet is a rescue plan for the middle class.	No
19377	Mr. Lehrer, I hope we'll have a chance to discuss drugs later in the program.	No
24321	We're weak in the world.	No
26239	A little experience, a little age, a little intelligence.	No
26677	They sell a lot of cars here, create a lot of jobs -- those who sell exports.	No
29236	In fact, Donald was one of the people who took root in the housing crisis.	Yes
18059	I don't believe the United States did that.	No
15857	Sam Raybum had a great expression on this.	No
28660	I don't think that's the role of the president.	No
23129	Let me see where to start here.	No
18554	But I have a plan to do it.	No
25447	If someday, somebody comes along with an answer, that's something else.	No
33595	I feel strongly that we have to have an education system that starts with preschool and goes through college.	No
854	But did I feel a desire that Lloyd Bentsen might be your racing companion when you said there were three people on your ticket?	No
9080	It has been a time of illusion and false hope, and the more it continues, the more dangerous it becomes.	No
21073	The governor wants to divert 1 out of every $6 off into the stock market, which means that he would drain a trillion dollars out of the Social Security Trust Fund in this generation over the next ten years, and Social Security under that approach would go bankrupt within this generation.	Yes
18615	That's why it's essential that we win.	No
27156	You know, one of the challenges over the last decade is we've done experiments in nation building in places like Iraq and Afghanistan and we've neglected, for example, developing our own economy, our own energy sectors, our own education system.	No
30056	I participated in a number of efforts to take over the leadership of Al-Qaida when I was Secretary of State, including, of course, taking over the leadership of Bin Laden.	Yes
14941	But we will have a very poor nation and a very unsound economy if we follow that path.	No
8946	And when John talks about his non-inflationary plan, as far as I have been able to learn, there are 88 proposals in it that call for additional Government spending programs.	Yes
15816	He's the one who got us this agreement on arms control.	Yes
17857	Productivity in the first half of 1980 was down a minus 2 percent.	Yes
28457	So, to answer your question, it takes a clear vision, a willingness to listen to our friends, and credibility for both friends and enemies to understand when America says something, we want it.	No
2380	And three-quarters of them said that it made us less likely to hire people.	Yes
26730	It's God's will, it'll happen.	No
9041	Now, as to my closing remarks: I've always believed that this land was placed here between the two great oceans by some divine plan.	No
28082	They love him because he doesn't do what I really think I need to do to make decisions to doctors and nurses and give you a right of appeal to someone other than the HMO or the insurance company, let yourself go to the nearest emergency room without having to call an HMO before calling 911, to let you see a specialist if you need, and he has strong bipartite support.	Yes
29377	When I walk around, Lester, I'm telling you, I've been everywhere.	No
13477	This means that we must continue to have a balanced budget here, in all possible circumstances; because the moment when we lose confidence in our own fiscal policies at home, it makes gold flow.	No
2909	In many cases, we have concluded agreements, as in Vietnam, which were later revealed to our embarrassment.	Yes
24212	Give me a chance to create these kind of jobs in America.	No
3146	He's been in office two years, and there has been absolutely no progress made toward a new SALT agreement.	Yes
31840	And I think it's very important for us to make it clear to our children that our country is really great because we're good.	No
27680	This is important for nuclear weapons.	No
28885	You'll be in a world in which fits into my philosophy.	No
19574	It's like you said in Texas one day, you know you've increased taxes too much, and you've done it, and you've cut the defense too much, Mr. President, and you've done it.	No
28507	If this were a spending contest, I would come in second.	No
33285	And I can tell you: The government has no business in the decisions that women make with their families in accordance with their faith, with medical advice.	No
28802	And as a result, our universities are now more diverse.	Yes
27113	I don't want to have our military involved in Syria.	No
1586	We now spend 700 percent more on unemployment compensation than we did eight years ago when the Republicans took control of the White House.	Yes
33467	If we got along well, it'd be good.	No
17529	And I don't agree with that.	No
24428	Certainly we care about the people, we care about the children, we care about the tragedy.	No
22970	Look, 95 percent of our containers coming into this country are not inspected today.	Yes
2371	Instead, it increased by that amount.	Yes
2517	When Ronald Reagan came to the post, he set out the principles he was going to adopt.	No
16603	Medicaid's in one agency; Medicare is in a different one.	No
27254	We can do better than that, especially in Latin America.	No
24331	We're the envy of the world in terms of our economy, despite the difficulties we're having.	No
33069	But I also want to be sure that we don't leave people behind.	No
8356	Mine has been in the executive branch.	No
16652	But in the last uh - twenty-four months we've turned the economy around and we've brought inflation down to under 6 percent, and we have reduced the uh - well, we have added employment of about four million in the last seventeen months to the point where we have eighty-eight million people working in America today - the most in the history of the country.	Yes
15863	I thank you for that.	No
29699	And we've got to get guns out of the hands of people who should not have them.	No
21971	I see people in my state, middle class people -- their taxes have gone up in Washington and their services have gone down while the wealthy have gotten tax cuts.	Yes
10075	That's not what I do as president, that's not what I do as commander-in-chief.	No
339	These are people that care, that are trying to give of themselves.	No
32137	It's good to -- one in three.	No
23977	We need to invest and grow, and that's what I want to do.	No
32977	I hope they will see how they do it, but if I have the chance to be president, I will act immediately to ensure that we fill it, we have nine judges who can work on behalf of our people.	No
28981	I'm sure your 6th grade kids are listening and saying, these guys will say anything to get elected.	No
415	I want to see control of some of these projects, and I want to keep interest rates down.	No
33093	I don't agree with nearly anything else he says or does, but I do respect that.	No
16317	I think the more we depend on foreign oil, the less our national security is strengthened.	No
13401	In addition to that, we have to move on other areas that are holding back growth.	No
23264	I have a tax cut.	No
5656	I know how to eliminate programs.	No
24169	This administration may say they have a plan, but the truth is they have not even released all the money, the paltry sum of money, that Congress appropriated.	Yes
28526	But spending money without a strategic plan can often be wasted.	No
5547	He has been watching ads of Senator McCain's.	No
15424	The United States must be a strong nation; the United States must be a secure nation.	No
30338	I will go very quickly.	No
28518	And therefore prevent war from happening in the first place.	No
162	So, it isn't that we're taking too little - from taxpayer - we're spending too much still.	No
6054	So here's what my plan does.	No
26915	And so what we see is a rather dramatic reversal in the kind of hopes we had for this region.	No
19982	This is about American jobs and opportunities.	No
6343	And we'll find and we'll spend the money, research, to find the cause of autism.	No
1064	I believe that the uh - American people have been turned off in this election, uh - Mr. Maynard, for a variety of reasons.	No
16763	Each of these jobs would have cost taxpayers $25,000.	No
4107	First of all, Ahmadinejad is not Iran's most powerful person.	No
10909	I vote against them, my friends.	No
32594	Hundreds of thousands of kids now have a chance to be adopted because I worked to change our adoption and foster care system.	Yes
28233	I think parents will be more involved with education when they know their children's classrooms are safe and secure as well.	No
33785	You know, back in the 1970s, I worked for the Children's Defense Fund.	No
8374	I think you have heavy obligations that affect our security, which we will have to respect.	No
25291	I have further strongly recommended that this administration do something it has not done, and that is to strengthen enforcement at the border, strengthen the officials in this government that deal with undocumented workers, and to do so in a way that's responsible and within the Constitution of the United States.	No
23394	You wonder, Nikki, why it is that people don't like us in some parts of the world.	No
13267	The reason Indochina was preserved was the result of the Geneva Conference which Indochina.	Yes
3986	And if John wants to disagree with that, he can tell me, that if the United States has Al-Qaida, bin Laden, high-level lieutenants in our eyes, and Pakistan is unable or not able to act, then we should get them out.	No
11873	And for our society to be as hopeful as possible, every child in America must be educated.	No
74	I say that those of us who are elected to positions of political leadership, Jim, have a particular responsibility, not only to design programs, and I have described in detail the very important, very strong enforcement program and prevention of drug awareness.	No
15326	In the past, the relationship between Social Security and Medicare has been very important to providing some modicum of aid for senior citizens in the retention of health benefits.	No
24221	No one wants any more interference, so let's get the program through.	No
17093	Under that, this year, we have seen a $21 billion reduction in the deficit from last year, based mainly on the increased revenues the Government is getting without raising tax rates.	Yes
11671	I wouldn't have sent any troops to Haiti.	No
18467	I don't think he was misleading.	No
4286	I have to say it, Jim.	No
7279	I did think we ought to extend the assault weapons ban, and was told the fact that the bill was never going to move, because Republicans and Democrats were against the assault weapon ban, people of both parties.	Yes
16127	I am interested in 240 million citizens of this country who share the American dream, all in all parts of this country.	No
16127	I'm interested in 240 million citizens in this country who share in the American dream, all of them in every part of this country.	No
28387	If you pay taxes, you are going to get a benefit.	No
24747	But keep in mind that we spend 30% more on health care than any country in the world, any country, and yet we have 35 million uninsured people, we do not have prevention and primary care.	Yes
22060	That is priority one in this country.	No
1851	But under Governor Romney's definition, there are a whole bunch of millionaires and billionaires who are small businesses.	Yes
12600	Do you know we don't have a single program sponsored by our government to Cuba - to tell them our story, to tell them that we are their friends, that we want them to be free again?	Yes
19198	We're going to give them tax cuts so they can spend more time with their children, maybe even take a vacation.	No
10718	And some of these programs may not develop as much as we would like, but we can set priorities transparently, by knowing the American people perfectly, and by consulting fully, not done in camera, and by invoking assignments in the middle of the night into programs that we don't even have - sometimes we don't even know for months later.	No
12470	I want to make sure we rebuild our army to maintain peace.	No
27887	I think anyone can check the file.	No
6579	We're going to restore the fiscal discipline we had in the 1990s.	No
2999	Today - 75 percent were for Israel before.	Yes
15494	We had great success in my own state.	No
19378	But let me respond to what you said.	No
21213	And whoever thinks I say it, it will be the first bill I'm sending to Congress.	No
4149	And so we just have a fundamental difference of opinion.	No
10983	I think this is a responsibility in this respect in that we should have health care available and affordable for every American citizen, for every member of the family.	No
25034	We must be very, very realistic in the nature of that leadership, but we must grind away and talk to find ways of reducing these differences, particularly where arms races are concerned and other dangerous exercises of Soviet power.	No
26317	I'll keep my word for you.	No
31996	He had to pay a $850,000 fine to one of the women.	Yes
17481	Those who can afford to have them will continue to have them.	No
14725	With regard to employment -- that's the top priority, and I believe that my program to stimulate investment, encourage small businesses, adopt a new approach to education, strengthen the American family and, yes, create more exports is the way forward.	No
34399	We must repeal and replace Obamacare.	No
7402	I think we've got a lot more work to do.	No
2631	And this is an example of where our priorities make a difference.	No
11850	A jury found them guilty.	Yes
6935	They have poor health care.	No
29510	And -- as soon as the audit's finished, it will be released.	No
5718	You have to tell me one time when you have stood up with the leaders of your party on one single major issue.	No
25242	Did you approve of his diplomatic activity?	No
22181	And he literally tells communities, reinventing schools, not just bricks and mortar, but the program and everything else.	No
9047	And in so doing, at the same time, we built a new breed of human called an American - a proud, an independent., and a most compassionate individual, for the most part.	No
50	I'm saying that those of us who are elected to positions of political leadership, Jim, have a special responsibility, not only to come up with programs, and I have outlined in detail the very important, very strong program of enforcement as well as drug education prevention.	No
4318	I know our allies, and I can work much more closely with them.	No
2565	It can't do anything, but it can make a difference.	No
21871	And as a private citizen, believe me, you are looked on as a major nuisance.	No
13006	It is about making more progress in the field of civil rights than we have done so that we can be a good example for the whole world - a democracy in action at its best.	No
13678	Let me remind you it was a Democratic tax increase, and I didn't want to do it and I went along with it.	Yes
15974	Well, his campaign manager, who used to be the secretary of the treasury, was taking great credit about a year ago and asking and receiving from the Congress substantial additional funds to hire internal revenue agents to go out and collect these funds, and I'm happy to join Jim Baker in saying that we agree on this.	Yes
15375	It was a promise for less government, less taxes and more freedom for the people.	No
29006	You know, it's not a bank account that just pays back money that's invested.	No
6054	That's what my plan does.	No
29327	Then you heard what I was saying, how bad it is, and you said, I can't win this debate.	No
19793	Maybe in your case maybe just two.	No
29266	We invested in a solar company, our country.	Yes
1038	At the other extreme, uh - only 1 percent of the richest people in our country get 25 percent of all tax benefits.	Yes
26797	It's not about President Clinton.	No
18236	And so the best indication of when we can bring our troops home - what I really want to do, but I don't want to do it to bring them home; I want to do it because we have achieved a goal - is to see the Iraqis accomplish and see the Iraqis intensify and take responsibility.	No
17466	I therefore believe that this is the purpose of law enforcement.	No
2219	I know my own view is I'd rather have a private plan.	No
26112	First, we have a big plan to reduce the capital gains tax when people sell their homes.	No
19705	Saddam is probably as strong as he ever was.	No
32882	... but we believed that we could make the country better.	No
16657	We have recommended that in the h- housing program we can reduce down payments and moderate monthly payments.	Yes
19463	If it says tilt, you don't get any gun.	No
14474	And they buried him until after the election.	Yes
34354	Actually, I think it's the opposite.	No
20514	This is important because the next president will appoint three and perhaps even four Supreme Court judges.	No
6309	Where we disagree is on the idea that we can somehow give out vouchers -- give vouchers as a way of securing the problems in our education system.	No
14097	There are many good ones, but I was glad he recognized it.	No
26944	The right course for us is to make sure that we go after the -- the people who are leaders of these various anti-American groups and these -- these jihadists, but also help the Muslim world.	No
17424	Before campaigning as a Democrat for a Republican presidential candidate, I had already voted for Dwight Eisenhower to be President of the United States.	No
32416	Her papers went out to all her friends at the banks, Goldman Sachs and everybody else, and she said things -- WikiLeaks that just came out.	Yes
22260	I did a study on it; they're cost- ineffective.	No
1548	There was a restoration of faith, trust and confidence in the presidency because I was open, frank and frank.	No
16480	For the last ten years the budget of the United States has grown from uh - about 11 percent per year.	Yes
7922	And because we're going to move in sixty-one and two, partly because we have not maintained our strength with sufficient vigor in the last years, I believe that before we meet that crisis, that the next president of the United States should send a message to Congress asking for a revitalization of our military strength, because come spring or late in the winter we're going to be face to face with the most serious Berlin crisis since l949 or fifty.	No
18872	And certainty sometimes can get you in trouble.	No
27770	They steal our intellectual property, our patents, our designs, our technology, hack our computers, counterfeit our property.	Yes
975	We live and bring everyone.	No
14603	We rank first in the country in job growth, we got the lowest spending, state and local, in the country, and the 2nd lowest tax burden.	Yes
15573	Ann, the Vice-President made this commitment.	No
27171	But for us to be able to promote those principles of peace requires us to be strong.	No
19244	Actually, I was going home, my mom was telling me, Bob, all I have is my social security and my Medicare, don't cut it off.	No
11475	But in the last 24 hours there has been some subsiding of the violence there.	Yes
25564	The President says he wants to eliminate or reduce the number of nuclear weapons.	Yes
3097	The inflation rate under Kennedy and Johnson was about 2 percent - one third of what it is under that administration.	Yes
22194	But she's absolutely right.	No
21939	I'm not sure I get -- help me with the question and I'll try to answer it.	No
16546	I've heard of these dividends in the past; it always happens.	No
13544	Let us remember that the way to win is not to step back and not surrender.	No
2564	I do, because I think that that is the kind of investment where the federal government can help.	No
13000	We can't stand pat for the reason that we're in a race, as I've indicated.	No
16916	Mr. Ford vetoed, as I said earlier, four times as many bills a year as Mr.Nixon.	Yes
24776	Talk is cheap; words are plentiful, deeds are precious.	No
12332	And I believe that -- that we ought to recognize the value to our children and grandchildren of taking steps that preserve the environment in a way that's good for them.	No
23373	They leave the sky and the environment behind.	No
17042	I believe we can all work together to ensure that people in the future have more and that we can all work together to build a better America.	No
24081	An incredible number of young people are active in supporting my efforts because they are deeply concerned that we have taken away the American dream from them.	No
8356	Mine's been in the executive.	No
34403	This is part of my commitment to raising taxes on the rich.	No
32111	What about the other 15,000?	No
17186	And that's why in this campaign I'm telling you exactly what I want to do.	No
12705	The very minute effect of the action which has been taken this week on Cuba's economy - I believe Castro can replace those markets very easily through Latin America, through Europe, and through Eastern Europe.	No
28716	You know, some parents are worried about those filters, that you will have to ask your kids how to put them on there.	No
12464	I'm running to get some things done for America.	No
12966	Why did we offer the Congo three hundred students last June when they had had the immense revolt?	No
15356	The most important crucial difference in this election campaign, in my judgment, is the approach to the control of nuclear weaponry and the inclination to control or not to control the spread of atomic weapons to other nations who don't presently have it, particularly terrorist nations.	No
17194	It must defend the values of decency that the American people defend, and it must use the power of the White House to try to control these nuclear weapons and lead this world towards a safer world.	No
2840	I think it's in the best interest of the United States, and the world as a whole that the United States negotiate rather than go back to the cold-war relationship with the Soviet Union.	No
17853	So far, it is only a beginning.	No
28925	And in some cases, he may still be at large.	No
2506	And at some point, I think the American people have to ask themselves, is the reason that Governor Romney is keeping all these plans to replace secret because they're too good?	No
27509	And then the president began what I have called an apology tour, of going to various nations in the Middle East and criticizing America.	Yes
21251	I want to thank everyone who looked and listened tonight because this is really a crucial period in American history.	No
13544	Let's remember the way to win is not to retreat and not to surrender.	No
26396	I met a lady in Colorado Springs about seven weeks ago now.	No
20931	You don't test every year.	No
14837	And with each one of those decisions that affect the future of my country, I have learned in the process.	No
17687	But the figures show that about 8 million more people are below the poverty line than 4 years ago.	Yes
12196	And second, I'll tell you again...	No
12695	We're quarantined Mr. Castro today.	Yes
24905	I think the lesson in Central America, this recent embarrassment in Nicaragua where we are giving instructions for hired assassins, hiring criminals, and the rest -- all of this has strengthened our opponents.	Yes
17466	So, I would think that this would be the point of enforcement on this.	No
7780	That is why we have passed an authorization - not an aid bill - that was the first time, in fact, since the Inter-American Bank, founded a year ago, was developed, that we really looked at the needs of Latin America, that we partnered with these people.	Yes
29503	And believe me: The day Obama leaves, and he leaves, and goes to the golf course for the rest of his life to play golf, when they raise interest rates, you're going to see some very bad things happen, because the Fed doesn't do their job.	No
9133	They're barely enough to pay for my food and an apartment.	No
16134	So that's not where we should go.	No
10124	So my belief is that, (A), we have to enforce the laws we've already got, make sure that we're keeping guns out of the hands of criminals, those who are mentally ill. We've done a much better job in terms of background checks, but we've got more to do when it comes to enforcement.	No
12739	I would like to point out that when we look at our programs in Latin America, we find that we have appropriated five times as much for Latin America as was appropriated by the previous Administration; we find that we have two billion dollars more for the Export-Import Bank; we have a new bank for Latin America alone of a billion dollars; we have the new program which was submitted at the Bogota Conference - this new program that President Eisenhower submitted, approved by the last Congress - for five hundred million dollars.	Yes
57	Doing better in the neighborhoods.	No
20174	And if you really want to get involved, just tap into my home page, www.DoleKemp96.org.	No
14477	I'm grownup, I can deal with it, I'll pay my share.	No
32488	That in itself is a big difference.	No
30262	We are a country that owes $20 trillion.	Yes
26678	And this is very important for the economy, but I think we want to make sure.	No
2228	And, by the way the idea came not even from Paul Ryan or -- or Senator Wyden, who's the co-author of the bill with -- with Paul Ryan in the Senate, but also it came from Bill -- Bill Clinton's chief of staff.	Yes
18015	And that's what people now see in Afghanistan.	No
